Alumni_ID,First_Name,Last_Name,SLU_Email,Personal_Email,Degree,Major,Graduation_Year,Visa_Phase,City,State,Country,Current_Employer_ID,Current_Role,Current_Technologies,Employment_Type,Salary_USD,Job_Portal_Source,LinkedIn_URL,Zip_Code
468,Barbara,Jones,barbara.jones133@slu.edu,barbara.jones668@yahoo.com,MBA,Data Science,2016,Full-Time,Harrisburg,PA,USA,720,Security Analyst,GCP,Intern,95261,Referral,https://www.linkedin.com/in/barbarajones530,99816
469,Todd,Rivera,todd.rivera542@slu.edu,todd.rivera516@gmail.com,PhD,Cybersecurity,2015,Full-Time,Clayton,MO,USA,870,SDET,React,Intern,66844,LinkedIn,https://www.linkedin.com/in/toddrivera798,41784
470,Sandra,Barrera,sandra.barrera79@slu.edu,sandra.barrera264@outlook.com,PhD,Biostatistics,2018,Full-Time,Tacoma,WA,USA,902,Product Manager,"Azure, Kubernetes, Hadoop",Full-Time,81496,Indeed,https://www.linkedin.com/in/sandrabarrera625,28377
471,Robert,Watkins,robert.watkins349@slu.edu,robert.watkins990@outlook.com,BA,Software Engineering,2020,Full-Time,New York,NY,USA,484,Business Analyst,"Power BI, SQL, Kubernetes",Intern,139660,Company Site,https://www.linkedin.com/in/robertwatkins818,26119
472,Sheila,Wells,sheila.wells180@slu.edu,sheila.wells416@yahoo.com,BA,Software Engineering,2019,Full-Time,Grand Rapids,MI,USA,814,Software Engineer,"Node.js, AWS",Full-Time,103421,Referral,https://www.linkedin.com/in/sheilawells834,58616
473,John,Montgomery,john.montgomery577@slu.edu,john.montgomery184@outlook.com,MBA,Biostatistics,2025,CPT,Pittsburgh,PA,USA,15,DevOps Engineer,"AWS, C++",Intern,132725,Glassdoor,https://www.linkedin.com/in/johnmontgomery320,82588
474,Andrew,Terry,andrew.terry207@slu.edu,andrew.terry74@outlook.com,BA,Finance,2019,Full-Time,Somerville,MA,USA,956,Security Analyst,SQL,Part-Time,94416,Campus Career Fair,https://www.linkedin.com/in/andrewterry881,47093
475,Emily,Moyer,emily.moyer410@slu.edu,emily.moyer462@yahoo.com,MS,Biostatistics,2024,OPT,Peoria,IL,USA,806,Data Engineer,Tableau,Contract,107864,Handshake,https://www.linkedin.com/in/emilymoyer846,92509
476,Denise,Lewis,denise.lewis114@slu.edu,denise.lewis59@outlook.com,PhD,Data Science,2024,OPT,Fort Collins,CO,USA,203,Security Analyst,"Kubernetes, AWS",Intern,113537,LinkedIn,https://www.linkedin.com/in/deniselewis529,39785
477,Joanna,Morales,joanna.morales916@slu.edu,joanna.morales868@yahoo.com,BA,Biostatistics,2018,Full-Time,Tucson,AZ,USA,963,Business Analyst,Node.js,Intern,96520,Glassdoor,https://www.linkedin.com/in/joannamorales529,21947
478,Michael,Ayala,michael.ayala349@slu.edu,michael.ayala283@outlook.com,MBA,Finance,2019,Full-Time,Scottsdale,AZ,USA,865,SDET,"Tableau, Node.js",Contract,103299,Company Site,https://www.linkedin.com/in/michaelayala816,97463
479,Margaret,Perez,margaret.perez507@slu.edu,margaret.perez343@outlook.com,PhD,Cybersecurity,2022,STEM-OPT,Pittsburgh,PA,USA,799,Data Engineer,"Python, Node.js, Java",Intern,79597,Company Site,https://www.linkedin.com/in/margaretperez499,08505
480,Cheryl,Williams,cheryl.williams416@slu.edu,cheryl.williams649@gmail.com,MBA,Business Analytics,2023,STEM-OPT,Columbus,OH,USA,445,Product Manager,"Docker, Node.js, C++",Full-Time,104892,Company Site,https://www.linkedin.com/in/cherylwilliams161,78607
481,Jordan,Krause,jordan.krause638@slu.edu,jordan.krause489@yahoo.com,PhD,Cybersecurity,2015,Full-Time,Pittsburgh,PA,USA,527,Data Engineer,Node.js,Contract,112148,Campus Career Fair,https://www.linkedin.com/in/jordankrause117,25022
482,Paul,Walton,paul.walton202@slu.edu,paul.walton371@yahoo.com,MBA,Computer Science,2016,Full-Time,Plano,TX,USA,971,SDET,"Hadoop, Python, GCP",Intern,92213,Glassdoor,https://www.linkedin.com/in/paulwalton895,86448
483,Shelia,Campbell,shelia.campbell954@slu.edu,shelia.campbell706@outlook.com,MS,Computer Science,2015,Full-Time,Columbia,MO,USA,788,Business Analyst,"SQL, Azure, .NET",Intern,87839,Company Site,https://www.linkedin.com/in/sheliacampbell750,10683
484,John,Elliott,john.elliott489@slu.edu,john.elliott793@outlook.com,MBA,Biostatistics,2021,Full-Time,Seattle,WA,USA,637,ML Engineer,"Snowflake, SQL",Part-Time,81919,Handshake,https://www.linkedin.com/in/johnelliott459,90603
485,Michael,Johnson,michael.johnson305@slu.edu,michael.johnson66@outlook.com,BS,Computer Science,2023,STEM-OPT,Philadelphia,PA,USA,504,DevOps Engineer,"Kubernetes, JavaScript, Node.js",Full-Time,121827,Campus Career Fair,https://www.linkedin.com/in/michaeljohnson467,72387
486,Lauren,Schultz,lauren.schultz716@slu.edu,lauren.schultz609@yahoo.com,BS,Finance,2019,Full-Time,Jacksonville,FL,USA,980,Business Analyst,"Java, Python, JavaScript",Contract,108591,Glassdoor,https://www.linkedin.com/in/laurenschultz815,00998
487,Samuel,Johnson,samuel.johnson796@slu.edu,samuel.johnson608@outlook.com,MBA,Computer Science,2022,STEM-OPT,Los Angeles,CA,USA,629,Software Engineer,"Kubernetes, GCP",Contract,130336,Campus Career Fair,https://www.linkedin.com/in/samueljohnson834,10928
488,Julie,Bell,julie.bell947@slu.edu,julie.bell394@outlook.com,MS,Data Science,2023,STEM-OPT,San Jose,CA,USA,546,Software Engineer,"Power BI, Java",Full-Time,135032,Campus Career Fair,https://www.linkedin.com/in/juliebell641,98047
489,Becky,Swanson,becky.swanson485@slu.edu,becky.swanson183@outlook.com,MS,Computer Science,2016,Full-Time,Cincinnati,OH,USA,986,Software Engineer,"Java, Node.js",Intern,77547,Company Site,https://www.linkedin.com/in/beckyswanson667,19236
490,Elizabeth,Stone,elizabeth.stone26@slu.edu,elizabeth.stone822@yahoo.com,BS,Information Systems,2015,Full-Time,Houston,TX,USA,702,Security Analyst,"C++, Kubernetes, React",Contract,97194,Indeed,https://www.linkedin.com/in/elizabethstone242,36168
491,Christopher,Hull,christopher.hull288@slu.edu,christopher.hull482@outlook.com,BS,Information Systems,2024,OPT,Seattle,WA,USA,44,Business Analyst,"React, .NET",Contract,114686,Glassdoor,https://www.linkedin.com/in/christopherhull702,35395
492,Tyler,Spence,tyler.spence154@slu.edu,tyler.spence526@gmail.com,BS,Computer Science,2025,CPT,Denver,CO,USA,521,Data Engineer,"Java, React",Contract,127699,Handshake,https://www.linkedin.com/in/tylerspence369,03955
493,Andrew,Dennis,andrew.dennis540@slu.edu,andrew.dennis77@outlook.com,MBA,Business Analytics,2020,Full-Time,St. Louis,MO,USA,337,Security Analyst,Kubernetes,Contract,92461,Indeed,https://www.linkedin.com/in/andrewdennis424,26488
494,Amy,Le,amy.le331@slu.edu,amy.le683@yahoo.com,MS,Data Science,2020,Full-Time,Tacoma,WA,USA,455,Salesforce Developer,Java,Contract,62390,Glassdoor,https://www.linkedin.com/in/amyle796,59897
495,Samantha,Lee,samantha.lee611@slu.edu,samantha.lee701@outlook.com,BS,Business Analytics,2016,Full-Time,Somerville,MA,USA,664,ML Engineer,Node.js,Contract,70714,Company Site,https://www.linkedin.com/in/samanthalee932,48869
496,Michelle,Garcia,michelle.garcia324@slu.edu,michelle.garcia899@outlook.com,MS,Computer Science,2021,Full-Time,Austin,TX,USA,861,Data Engineer,"Spark, R, Kubernetes",Full-Time,94417,Company Site,https://www.linkedin.com/in/michellegarcia722,32280
497,Christopher,Gonzalez,christopher.gonzalez54@slu.edu,christopher.gonzalez941@gmail.com,BA,Business Analytics,2025,CPT,Boulder,CO,USA,291,Business Analyst,Spark,Full-Time,116026,Handshake,https://www.linkedin.com/in/christophergonzalez680,93011
498,Tamara,Jenkins,tamara.jenkins846@slu.edu,tamara.jenkins633@outlook.com,BA,Electrical Engineering,2015,Full-Time,Houston,TX,USA,63,Security Analyst,.NET,Full-Time,96275,Campus Career Fair,https://www.linkedin.com/in/tamarajenkins934,21350
499,Eric,Reese,eric.reese104@slu.edu,eric.reese10@yahoo.com,MS,Marketing,2015,Full-Time,Cleveland,OH,USA,389,ML Engineer,"Tableau, Node.js, Kubernetes",Contract,85673,Indeed,https://www.linkedin.com/in/ericreese852,60001
500,Melinda,Wright,melinda.wright818@slu.edu,melinda.wright701@gmail.com,PhD,Cybersecurity,2015,Full-Time,Grand Rapids,MI,USA,399,Data Engineer,"Tableau, Power BI",Contract,131393,Campus Career Fair,https://www.linkedin.com/in/melindawright850,88087
501,Charles,Sanchez,charles.sanchez382@slu.edu,charles.sanchez569@gmail.com,MBA,Cybersecurity,2019,Full-Time,Chicago,IL,USA,217,Business Analyst,"Power BI, GCP, Node.js",Part-Time,89297,Campus Career Fair,https://www.linkedin.com/in/charlessanchez656,73395
502,Cheyenne,Flores,cheyenne.flores460@slu.edu,cheyenne.flores997@outlook.com,PhD,Software Engineering,2021,Full-Time,Columbia,MO,USA,813,QA Engineer,"R, Node.js",Contract,130633,Campus Career Fair,https://www.linkedin.com/in/cheyenneflores666,24776
503,Joshua,Li,joshua.li273@slu.edu,joshua.li436@outlook.com,PhD,Information Systems,2020,Full-Time,Alpharetta,GA,USA,382,QA Engineer,React,Contract,75713,Campus Career Fair,https://www.linkedin.com/in/joshuali495,02698
504,Matthew,Arnold,matthew.arnold387@slu.edu,matthew.arnold9@yahoo.com,MS,Biostatistics,2024,CPT,Scottsdale,AZ,USA,934,DevOps Engineer,Spark,Full-Time,101048,Indeed,https://www.linkedin.com/in/matthewarnold997,11480
505,Robin,Lambert,robin.lambert769@slu.edu,robin.lambert400@outlook.com,MBA,Computer Science,2022,STEM-OPT,Cambridge,MA,USA,694,DevOps Engineer,"GCP, .NET",Full-Time,98003,Referral,https://www.linkedin.com/in/robinlambert790,60549
506,Stephen,Johnson,stephen.johnson574@slu.edu,stephen.johnson453@yahoo.com,BS,Data Science,2021,Full-Time,Tucson,AZ,USA,855,Data Engineer,Docker,Intern,117372,Indeed,https://www.linkedin.com/in/stephenjohnson869,28909
507,Sandra,Walls,sandra.walls761@slu.edu,sandra.walls534@yahoo.com,MS,Finance,2024,CPT,Redmond,WA,USA,455,Business Analyst,"Power BI, Spark, C++",Part-Time,108705,Company Site,https://www.linkedin.com/in/sandrawalls273,59466
508,Amy,Duran,amy.duran208@slu.edu,amy.duran290@yahoo.com,BS,Electrical Engineering,2016,Full-Time,Fort Collins,CO,USA,321,Data Engineer,"C++, Hadoop",Part-Time,119643,Referral,https://www.linkedin.com/in/amyduran846,05845
509,Kelsey,Hardy,kelsey.hardy724@slu.edu,kelsey.hardy448@outlook.com,MBA,Cybersecurity,2023,STEM-OPT,Houston,TX,USA,312,Business Analyst,"Kubernetes, Snowflake, Java",Part-Time,77921,Glassdoor,https://www.linkedin.com/in/kelseyhardy278,23419
510,Kimberly,Barr,kimberly.barr331@slu.edu,kimberly.barr251@outlook.com,BS,Computer Science,2015,Full-Time,Atlanta,GA,USA,474,Product Manager,Java,Part-Time,92891,Campus Career Fair,https://www.linkedin.com/in/kimberlybarr717,19163
511,George,Chapman,george.chapman847@slu.edu,george.chapman445@yahoo.com,BS,Information Systems,2022,OPT,Fort Collins,CO,USA,280,DevOps Engineer,JavaScript,Contract,135782,Glassdoor,https://www.linkedin.com/in/georgechapman396,06539
512,Regina,Jackson,regina.jackson976@slu.edu,regina.jackson573@gmail.com,BS,Marketing,2025,CPT,Columbus,OH,USA,823,Data Engineer,"React, Node.js, Azure",Contract,116540,LinkedIn,https://www.linkedin.com/in/reginajackson710,01281
513,Jacob,Owens,jacob.owens53@slu.edu,jacob.owens913@outlook.com,BA,Finance,2016,Full-Time,Boulder,CO,USA,298,Security Analyst,"Tableau, C++",Contract,100769,Handshake,https://www.linkedin.com/in/jacobowens497,25787
514,Christopher,Torres,christopher.torres313@slu.edu,christopher.torres636@yahoo.com,BS,Finance,2020,Full-Time,Durham,NC,USA,469,Business Analyst,"AWS, GCP",Full-Time,100163,Campus Career Fair,https://www.linkedin.com/in/christophertorres918,21261
515,Gabriel,Greene,gabriel.greene818@slu.edu,gabriel.greene630@gmail.com,MS,Finance,2023,STEM-OPT,Tucson,AZ,USA,920,Data Engineer,"Node.js, JavaScript, .NET",Full-Time,82756,Campus Career Fair,https://www.linkedin.com/in/gabrielgreene108,57837
516,Sheena,Martinez,sheena.martinez368@slu.edu,sheena.martinez235@outlook.com,BA,Information Systems,2018,Full-Time,Columbia,MO,USA,217,ML Engineer,"Hadoop, JavaScript, SQL",Full-Time,75556,Indeed,https://www.linkedin.com/in/sheenamartinez346,02072
517,Scott,Hale,scott.hale977@slu.edu,scott.hale392@yahoo.com,MBA,Biostatistics,2018,Full-Time,Alpharetta,GA,USA,434,Product Manager,Spark,Part-Time,82205,Indeed,https://www.linkedin.com/in/scotthale109,70874
518,Debra,Goodwin,debra.goodwin215@slu.edu,debra.goodwin345@outlook.com,BS,Finance,2020,Full-Time,Plano,TX,USA,353,Product Manager,Power BI,Intern,114936,Handshake,https://www.linkedin.com/in/debragoodwin232,59514
519,Patrick,Small,patrick.small948@slu.edu,patrick.small987@outlook.com,MBA,Software Engineering,2023,OPT,Fort Collins,CO,USA,145,Product Manager,"Java, Azure",Contract,86426,Handshake,https://www.linkedin.com/in/patricksmall885,71946
520,Melinda,Blair,melinda.blair135@slu.edu,melinda.blair937@outlook.com,MS,Electrical Engineering,2020,Full-Time,Savannah,GA,USA,673,Data Engineer,React,Full-Time,62391,Glassdoor,https://www.linkedin.com/in/melindablair309,23764
521,David,Paul,david.paul845@slu.edu,david.paul845@outlook.com,BA,Business Analytics,2021,Full-Time,Scottsdale,AZ,USA,369,SDET,Tableau,Contract,104433,Company Site,https://www.linkedin.com/in/davidpaul641,98512
522,Mary,Adams,mary.adams404@slu.edu,mary.adams305@gmail.com,BS,Finance,2020,Full-Time,San Diego,CA,USA,975,Data Analyst,.NET,Contract,106092,LinkedIn,https://www.linkedin.com/in/maryadams772,91612
523,Lindsay,Howard,lindsay.howard295@slu.edu,lindsay.howard949@gmail.com,PhD,Data Science,2022,OPT,Springfield,MO,USA,690,Salesforce Developer,"Kubernetes, GCP, Java",Intern,102329,Indeed,https://www.linkedin.com/in/lindsayhoward469,55328
524,Christopher,Carter,christopher.carter370@slu.edu,christopher.carter733@outlook.com,PhD,Data Science,2023,STEM-OPT,Chesterfield,MO,USA,62,Business Analyst,"Snowflake, SQL",Intern,71465,Glassdoor,https://www.linkedin.com/in/christophercarter523,87011
525,Heather,Olsen,heather.olsen89@slu.edu,heather.olsen181@gmail.com,MBA,Marketing,2022,OPT,Harrisburg,PA,USA,745,Product Manager,"Python, C++",Intern,72526,Referral,https://www.linkedin.com/in/heatherolsen434,82755
526,Ruth,Garcia,ruth.garcia795@slu.edu,ruth.garcia747@yahoo.com,BA,Electrical Engineering,2022,OPT,Phoenix,AZ,USA,9,ML Engineer,"Docker, GCP",Part-Time,103470,LinkedIn,https://www.linkedin.com/in/ruthgarcia824,86975
527,Samantha,Schroeder,samantha.schroeder312@slu.edu,samantha.schroeder69@gmail.com,MS,Cybersecurity,2022,STEM-OPT,Tampa,FL,USA,661,Business Analyst,SQL,Intern,121450,Company Site,https://www.linkedin.com/in/samanthaschroeder211,76504
528,Mark,Oneal,mark.oneal976@slu.edu,mark.oneal252@yahoo.com,MS,Cybersecurity,2023,OPT,Tucson,AZ,USA,474,Business Analyst,"Kubernetes, Snowflake, Node.js",Part-Time,79710,Campus Career Fair,https://www.linkedin.com/in/markoneal185,80757
529,Morgan,Curry,morgan.curry100@slu.edu,morgan.curry25@yahoo.com,BA,Electrical Engineering,2016,Full-Time,Los Angeles,CA,USA,262,Salesforce Developer,"Power BI, Node.js, SQL",Part-Time,107663,Referral,https://www.linkedin.com/in/morgancurry663,05877
530,Sara,Jimenez,sara.jimenez509@slu.edu,sara.jimenez115@gmail.com,BS,Biostatistics,2025,CPT,White Plains,NY,USA,798,Software Engineer,"JavaScript, SQL",Contract,74985,Referral,https://www.linkedin.com/in/sarajimenez174,18056
531,Cassandra,Sanders,cassandra.sanders38@slu.edu,cassandra.sanders327@outlook.com,MS,Computer Science,2019,Full-Time,Ann Arbor,MI,USA,549,Business Analyst,"Java, Snowflake, Tableau",Intern,100561,LinkedIn,https://www.linkedin.com/in/cassandrasanders195,76908
532,Mariah,Kaufman,mariah.kaufman982@slu.edu,mariah.kaufman29@gmail.com,MS,Information Systems,2025,CPT,Somerville,MA,USA,981,Salesforce Developer,Spark,Intern,107447,Campus Career Fair,https://www.linkedin.com/in/mariahkaufman259,63688
533,Robert,Walton,robert.walton749@slu.edu,robert.walton235@yahoo.com,MS,Computer Science,2015,Full-Time,Denver,CO,USA,768,Security Analyst,"Python, React",Intern,106272,Indeed,https://www.linkedin.com/in/robertwalton870,59098
534,Bonnie,Dawson,bonnie.dawson247@slu.edu,bonnie.dawson208@gmail.com,BA,Information Systems,2024,CPT,Philadelphia,PA,USA,936,Data Engineer,Power BI,Full-Time,101294,LinkedIn,https://www.linkedin.com/in/bonniedawson392,57748
535,Autumn,Day,autumn.day981@slu.edu,autumn.day356@gmail.com,PhD,Marketing,2020,Full-Time,Urbana,IL,USA,449,Data Engineer,"Power BI, Tableau, AWS",Part-Time,66902,Company Site,https://www.linkedin.com/in/autumnday907,47495
536,Monique,Irwin,monique.irwin457@slu.edu,monique.irwin800@gmail.com,MS,Software Engineering,2020,Full-Time,Cleveland,OH,USA,530,DevOps Engineer,"Tableau, Power BI, Hadoop",Full-Time,103482,Indeed,https://www.linkedin.com/in/moniqueirwin360,44913
537,Lisa,Kline,lisa.kline205@slu.edu,lisa.kline552@outlook.com,BA,Computer Science,2025,CPT,Buffalo,NY,USA,53,Software Engineer,"React, Docker",Contract,124606,LinkedIn,https://www.linkedin.com/in/lisakline429,05114
538,Zachary,Bruce,zachary.bruce378@slu.edu,zachary.bruce409@yahoo.com,BS,Data Science,2022,OPT,Dallas,TX,USA,573,Product Manager,"Java, Hadoop, .NET",Intern,103560,Company Site,https://www.linkedin.com/in/zacharybruce765,78949
539,Allison,Suarez,allison.suarez578@slu.edu,allison.suarez722@outlook.com,BA,Electrical Engineering,2023,STEM-OPT,Dallas,TX,USA,768,ML Engineer,Kubernetes,Part-Time,78593,LinkedIn,https://www.linkedin.com/in/allisonsuarez828,15177
540,Nicholas,Williams,nicholas.williams970@slu.edu,nicholas.williams626@yahoo.com,BA,Business Analytics,2016,Full-Time,Cincinnati,OH,USA,481,DevOps Engineer,GCP,Full-Time,91215,Campus Career Fair,https://www.linkedin.com/in/nicholaswilliams893,28044
541,Adriana,Wheeler,adriana.wheeler974@slu.edu,adriana.wheeler400@yahoo.com,BA,Biostatistics,2024,CPT,Grand Rapids,MI,USA,73,Security Analyst,"Kubernetes, Tableau",Intern,128326,Handshake,https://www.linkedin.com/in/adrianawheeler907,86269
542,Brian,Allen,brian.allen112@slu.edu,brian.allen984@gmail.com,BA,Computer Science,2020,Full-Time,Los Angeles,CA,USA,580,Software Engineer,"React, R, Tableau",Intern,125555,Referral,https://www.linkedin.com/in/brianallen158,65046
543,James,Thomas,james.thomas22@slu.edu,james.thomas948@gmail.com,MS,Finance,2016,Full-Time,San Francisco,CA,USA,87,ML Engineer,Hadoop,Part-Time,82610,Glassdoor,https://www.linkedin.com/in/jamesthomas589,99587
544,Barbara,Peterson,barbara.peterson114@slu.edu,barbara.peterson83@outlook.com,BA,Business Analytics,2020,Full-Time,Austin,TX,USA,707,Product Manager,"Snowflake, .NET",Full-Time,101081,Referral,https://www.linkedin.com/in/barbarapeterson201,57841
545,Timothy,Oneal,timothy.oneal205@slu.edu,timothy.oneal49@gmail.com,BA,Marketing,2024,CPT,Cambridge,MA,USA,254,Business Analyst,Python,Intern,107689,Referral,https://www.linkedin.com/in/timothyoneal184,88233
546,Andrew,Pearson,andrew.pearson539@slu.edu,andrew.pearson988@yahoo.com,MS,Electrical Engineering,2022,STEM-OPT,Ann Arbor,MI,USA,821,Product Manager,"Hadoop, C++, Azure",Full-Time,90666,Handshake,https://www.linkedin.com/in/andrewpearson453,37380
547,Jacob,Steele,jacob.steele299@slu.edu,jacob.steele308@outlook.com,MS,Marketing,2023,STEM-OPT,San Francisco,CA,USA,488,Data Analyst,React,Contract,138232,Referral,https://www.linkedin.com/in/jacobsteele212,63891
548,Devin,Greene,devin.greene958@slu.edu,devin.greene978@outlook.com,BA,Cybersecurity,2020,Full-Time,San Jose,CA,USA,813,Security Analyst,"Tableau, Python",Contract,93393,Referral,https://www.linkedin.com/in/devingreene796,51265
549,Kelly,Wilson,kelly.wilson885@slu.edu,kelly.wilson542@gmail.com,BS,Finance,2021,Full-Time,Clayton,MO,USA,205,DevOps Engineer,".NET, GCP",Intern,98405,Handshake,https://www.linkedin.com/in/kellywilson275,59294
550,Amber,Jackson,amber.jackson240@slu.edu,amber.jackson897@outlook.com,BA,Software Engineering,2021,Full-Time,Alpharetta,GA,USA,31,Business Analyst,Hadoop,Intern,80996,Referral,https://www.linkedin.com/in/amberjackson472,49849
551,Danny,Jackson,danny.jackson145@slu.edu,danny.jackson587@yahoo.com,BS,Cybersecurity,2018,Full-Time,Cary,NC,USA,119,Software Engineer,JavaScript,Intern,81665,LinkedIn,https://www.linkedin.com/in/dannyjackson416,56238
552,Carrie,King,carrie.king725@slu.edu,carrie.king81@gmail.com,MS,Software Engineering,2020,Full-Time,Plano,TX,USA,434,Software Engineer,React,Intern,107794,Indeed,https://www.linkedin.com/in/carrieking628,93975
553,Justin,Johnson,justin.johnson878@slu.edu,justin.johnson21@outlook.com,MS,Data Science,2024,CPT,Denver,CO,USA,480,ML Engineer,"Tableau, JavaScript, Hadoop",Full-Time,80746,Handshake,https://www.linkedin.com/in/justinjohnson145,50198
554,Erik,Chapman,erik.chapman752@slu.edu,erik.chapman514@yahoo.com,BA,Finance,2019,Full-Time,Tampa,FL,USA,533,Data Analyst,"Node.js, C++, React",Contract,127039,Glassdoor,https://www.linkedin.com/in/erikchapman240,50327
555,Katherine,Mahoney,katherine.mahoney773@slu.edu,katherine.mahoney689@gmail.com,PhD,Data Science,2022,OPT,Tempe,AZ,USA,19,DevOps Engineer,"C++, Power BI",Part-Time,112628,LinkedIn,https://www.linkedin.com/in/katherinemahoney299,59261
556,Laura,Garcia,laura.garcia171@slu.edu,laura.garcia902@yahoo.com,BA,Electrical Engineering,2019,Full-Time,Ann Arbor,MI,USA,161,Data Analyst,Docker,Full-Time,98631,Referral,https://www.linkedin.com/in/lauragarcia782,43629
557,Kristopher,Kelly,kristopher.kelly430@slu.edu,kristopher.kelly482@yahoo.com,BS,Information Systems,2015,Full-Time,Bellevue,WA,USA,174,Data Analyst,".NET, React, Snowflake",Part-Time,87598,Indeed,https://www.linkedin.com/in/kristopherkelly730,10393
558,Craig,Brown,craig.brown38@slu.edu,craig.brown521@yahoo.com,BA,Electrical Engineering,2025,CPT,Cambridge,MA,USA,710,Salesforce Developer,"AWS, .NET",Contract,111715,LinkedIn,https://www.linkedin.com/in/craigbrown318,31849
559,Stephanie,Graves,stephanie.graves525@slu.edu,stephanie.graves889@gmail.com,MS,Business Analytics,2015,Full-Time,Detroit,MI,USA,368,Security Analyst,"JavaScript, React, GCP",Full-Time,96388,LinkedIn,https://www.linkedin.com/in/stephaniegraves174,83721
560,Stephanie,Ramos,stephanie.ramos679@slu.edu,stephanie.ramos339@gmail.com,MBA,Electrical Engineering,2018,Full-Time,Scottsdale,AZ,USA,490,Product Manager,Kubernetes,Full-Time,119620,Handshake,https://www.linkedin.com/in/stephanieramos798,61526
561,Lori,Beck,lori.beck913@slu.edu,lori.beck666@yahoo.com,BS,Biostatistics,2024,CPT,Cary,NC,USA,259,Business Analyst,Kubernetes,Full-Time,102721,Referral,https://www.linkedin.com/in/loribeck143,08081
562,Jessica,Bates,jessica.bates758@slu.edu,jessica.bates756@yahoo.com,BA,Cybersecurity,2025,CPT,Tacoma,WA,USA,248,SDET,"Hadoop, Node.js",Full-Time,77741,Campus Career Fair,https://www.linkedin.com/in/jessicabates804,15747
563,Keith,Cherry,keith.cherry515@slu.edu,keith.cherry233@outlook.com,BS,Computer Science,2025,CPT,Columbus,OH,USA,586,Security Analyst,Spark,Intern,53920,Referral,https://www.linkedin.com/in/keithcherry891,59561
564,Christina,Evans,christina.evans22@slu.edu,christina.evans972@gmail.com,BA,Information Systems,2025,CPT,San Antonio,TX,USA,264,Product Manager,"AWS, R, Spark",Full-Time,99043,Campus Career Fair,https://www.linkedin.com/in/christinaevans746,45768
565,Brittany,Molina,brittany.molina782@slu.edu,brittany.molina862@yahoo.com,PhD,Business Analytics,2017,Full-Time,Cambridge,MA,USA,90,SDET,Kubernetes,Contract,98312,Handshake,https://www.linkedin.com/in/brittanymolina857,07868
566,Willie,Wade,willie.wade698@slu.edu,willie.wade155@outlook.com,PhD,Electrical Engineering,2016,Full-Time,Cincinnati,OH,USA,321,Data Engineer,"Snowflake, .NET",Contract,100598,LinkedIn,https://www.linkedin.com/in/williewade239,57122
567,Amy,Jones,amy.jones871@slu.edu,amy.jones711@outlook.com,BS,Electrical Engineering,2025,CPT,Kansas City,MO,USA,501,ML Engineer,"Spark, .NET",Contract,65942,Indeed,https://www.linkedin.com/in/amyjones446,78895
568,Willie,Anderson,willie.anderson339@slu.edu,willie.anderson141@gmail.com,PhD,Data Science,2019,Full-Time,Rochester,NY,USA,508,ML Engineer,"Hadoop, Python",Full-Time,81210,Referral,https://www.linkedin.com/in/willieanderson913,73228
569,Emily,Walsh,emily.walsh565@slu.edu,emily.walsh493@gmail.com,MBA,Information Systems,2022,OPT,Pittsburgh,PA,USA,43,Product Manager,"Azure, Spark",Contract,87338,Indeed,https://www.linkedin.com/in/emilywalsh522,80421
570,Jared,Barrett,jared.barrett465@slu.edu,jared.barrett603@outlook.com,BS,Cybersecurity,2018,Full-Time,Ann Arbor,MI,USA,77,Business Analyst,"Spark, Hadoop, .NET",Part-Time,84343,LinkedIn,https://www.linkedin.com/in/jaredbarrett231,86695
571,Daniel,Mcconnell,daniel.mcconnell523@slu.edu,daniel.mcconnell110@outlook.com,BS,Marketing,2021,Full-Time,Cincinnati,OH,USA,252,Security Analyst,"GCP, C++",Part-Time,72065,Referral,https://www.linkedin.com/in/danielmcconnell300,74128
572,Ashley,Santiago,ashley.santiago178@slu.edu,ashley.santiago682@gmail.com,BS,Data Science,2017,Full-Time,Houston,TX,USA,983,Data Analyst,"Power BI, AWS, JavaScript",Part-Time,128490,Referral,https://www.linkedin.com/in/ashleysantiago154,92444
573,Juan,Meyer,juan.meyer268@slu.edu,juan.meyer514@gmail.com,MS,Business Analytics,2019,Full-Time,Irvine,CA,USA,622,Business Analyst,"Azure, C++, Java",Full-Time,103331,Indeed,https://www.linkedin.com/in/juanmeyer471,06573
574,Joseph,Ortiz,joseph.ortiz532@slu.edu,joseph.ortiz833@gmail.com,BS,Marketing,2021,Full-Time,Naperville,IL,USA,567,SDET,"Docker, AWS, GCP",Contract,97562,Referral,https://www.linkedin.com/in/josephortiz480,61189
575,Steven,Ferguson,steven.ferguson51@slu.edu,steven.ferguson924@yahoo.com,MBA,Cybersecurity,2023,STEM-OPT,Naperville,IL,USA,9,SDET,"Node.js, Hadoop, AWS",Intern,101909,Company Site,https://www.linkedin.com/in/stevenferguson564,60499
576,Patricia,Snow,patricia.snow386@slu.edu,patricia.snow757@gmail.com,BS,Marketing,2023,STEM-OPT,Cambridge,MA,USA,12,Business Analyst,"Node.js, AWS",Part-Time,87468,Glassdoor,https://www.linkedin.com/in/patriciasnow987,33703
